timestamp,symbol,underlying,strike,expiry,option_type,open,high,low,close,volume,iv,delta,gamma,theta,vega
2024-01-15,AAPL240315P00182,AAPL,182.0,2024-03-15,P,6.5608,6.692,6.4296,6.5608,123,0.25,-0.4454,0.021411,-0.0728,0.2918
2024-01-15,AAPL240315C00191,AAPL,191.0,2024-03-15,C,4.1948,4.2787,4.1109,4.1948,180,0.2425,0.3622,0.020939,-0.0644,0.2768
2024-01-15,AAPL240315P00191,AAPL,191.0,2024-03-15,P,11.5313,11.7619,11.3007,11.5313,408,0.2425,-0.6378,0.020939,-0.0734,0.2768
2024-01-15,AAPL240315C00200,AAPL,200.0,2024-03-15,C,1.8247,1.8612,1.7882,1.8247,96,0.235,0.1976,0.01602,-0.0449,0.2052
2024-01-15,AAPL240315P00200,AAPL,200.0,2024-03-15,P,18.0876,18.4494,17.7258,18.0876,49,0.235,-0.8024,0.01602,-0.0627,0.2052
2024-01-15,AAPL240419C00164,AAPL,164.0,2024-04-19,C,22.6764,23.1299,22.2229,22.6764,271,0.265,0.8259,0.010435,-0.0508,0.2387
2024-01-15,AAPL240419P00164,AAPL,164.0,2024-04-19,P,2.456,2.5051,2.4069,2.456,334,0.265,-0.1741,0.010435,-0.038,0.2387
2024-01-15,AAPL240419C00173,AAPL,173.0,2024-04-19,C,15.9908,16.3106,15.671,15.9908,68,0.2575,0.7105,0.014296,-0.0586,0.3177
2024-01-15,AAPL240419P00173,AAPL,173.0,2024-04-19,P,4.654,4.7471,4.5609,4.654,281,0.2575,-0.2895,0.014296,-0.0509,0.3177
2024-01-15,AAPL240419C00182,AAPL,182.0,2024-04-19,C,10.4754,10.6849,10.2659,10.4754,271,0.25,0.5675,0.01693,-0.0608,0.3653
2024-01-15,AAPL240419P00182,AAPL,182.0,2024-04-19,P,8.0223,8.1827,7.8619,8.0223,109,0.25,-0.4325,0.01693,-0.06,0.3653
2024-01-15,AAPL240419C00191,AAPL,191.0,2024-04-19,C,6.2821,6.4077,6.1565,6.2821,473,0.2425,0.4135,0.01729,-0.0556,0.3619
2024-01-15,AAPL240419P00191,AAPL,191.0,2024-04-19,P,12.7126,12.9669,12.4583,12.7126,407,0.2425,-0.5865,0.01729,-0.0626,0.3619
2024-01-15,AAPL240419C00200,AAPL,200.0,2024-04-19,C,3.3926,3.4605,3.3247,3.3926,188,0.235,0.2697,0.015138,-0.0442,0.307
2024-01-15,AAPL240419P00200,AAPL,200.0,2024-04-19,P,18.7068,19.0809,18.3327,18.7068,189,0.235,-0.7303,0.015138,-0.0588,0.307
2024-01-16,AAPL240119C00164,AAPL,164.0,2024-01-19,C,17.9874,18.3471,17.6277,17.9874,382,0.265,1.0,7e-06,-0.0225,0.0
2024-01-16,AAPL240119P00164,AAPL,164.0,2024-01-19,P,0.0,0.0,0.0,0.0,500,0.265,-0.0,7e-06,-0.0,0.0
2024-01-16,AAPL240119C00173,AAPL,173.0,2024-01-19,C,9.013,9.1933,8.8327,9.013,429,0.2575,0.9855,0.008673,-0.0494,0.0061
2024-01-16,AAPL240119P00173,AAPL,173.0,2024-01-19,P,0.022,0.0224,0.0216,0.022,340,0.2575,-0.0145,0.008673,-0.0264,0.0061
2024-01-16,AAPL240119C00182,AAPL,182.0,2024-01-19,C,1.6423,1.6751,1.6095,1.6423,427,0.25,0.504,0.096751,-0.2865,0.0658
2024-01-16,AAPL240119P00182,AAPL,182.0,2024-01-19,P,1.6475,1.6804,1.6145,1.6475,85,0.25,-0.496,0.096751,-0.2867,0.0658
2024-01-16,AAPL240119C00191,AAPL,191.0,2024-01-19,C,0.0202,0.0206,0.0198,0.0202,130,0.2425,0.0144,0.009151,-0.0248,0.006
2024-01-16,AAPL240119P00191,AAPL,191.0,2024-01-19,P,9.0217,9.2021,8.8413,9.0217,62,0.2425,-0.9856,0.009151,-0.0502,0.006
2024-01-16,AAPL240119C00200,AAPL,200.0,2024-01-19,C,0.0,0.0,0.0,0.0,84,0.235,0.0,6e-06,-0.0,0.0
2024-01-16,AAPL240119P00200,AAPL,200.0,2024-01-19,P,17.9978,18.3578,17.6378,17.9978,141,0.235,-1.0,6e-06,-0.0274,0.0
2024-01-16,AAPL240216C00164,AAPL,164.0,2024-02-16,C,19.1052,19.4873,18.7231,19.1052,111,0.265,0.9246,0.010121,-0.0526,0.0754
2024-01-16,AAPL240216P00164,AAPL,164.0,2024-02-16,P,0.4903,0.5001,0.4805,0.4903,98,0.265,-0.0754,0.010121,-0.0342,0.0754
2024-01-16,AAPL240216C00173,AAPL,173.0,2024-02-16,C,11.4666,11.6959,11.2373,11.4666,318,0.2575,0.7776,0.021825,-0.0834,0.158
2024-01-16,AAPL240216P00173,AAPL,173.0,2024-02-16,P,1.8135,1.8498,1.7772,1.8135,88,0.2575,-0.2224,0.021825,-0.0714,0.158
2024-01-16,AAPL240216C00182,AAPL,182.0,2024-02-16,C,5.6293,5.7419,5.5167,5.6293,399,0.25,0.5353,0.029981,-0.0975,0.2107
2024-01-16,AAPL240216P00182,AAPL,182.0,2024-02-16,P,4.938,5.0368,4.8392,4.938,398,0.25,-0.4647,0.029981,-0.0972,0.2107
2024-01-16,AAPL240216C00191,AAPL,191.0,2024-02-16,C,2.1135,2.1558,2.0712,2.1135,345,0.2425,0.2763,0.026015,-0.076,0.1773
2024-01-16,AAPL240216P00191,AAPL,191.0,2024-02-16,P,10.3841,10.5918,10.1764,10.3841,48,0.2425,-0.7237,0.026015,-0.0888,0.1773
2024-01-16,AAPL240216C00200,AAPL,200.0,2024-02-16,C,0.5667,0.578,0.5554,0.5667,100,0.235,0.099,0.013983,-0.0374,0.0924
2024-01-16,AAPL240216P00200,AAPL,200.0,2024-02-16,P,17.7991,18.1551,17.4431,17.7991,497,0.235,-0.901,0.013983,-0.0599,0.0924
2024-01-16,AAPL240315C00164,AAPL,164.0,2024-03-15,C,20.6282,21.0408,20.2156,20.6282,405,0.265,0.8649,0.011209,-0.0544,0.1589
2024-01-16,AAPL240315P00164,AAPL,164.0,2024-03-15,P,1.3881,1.4159,1.3603,1.3881,331,0.265,-0.1351,0.011209,-0.0392,0.1589
2024-01-16,AAPL240315C00173,AAPL,173.0,2024-03-15,C,13.5819,13.8535,13.3103,13.5819,262,0.2575,0.7309,0.017528,-0.069,0.2414
2024-01-16,AAPL240315P00173,AAPL,173.0,2024-03-15,P,3.2693,3.3347,3.2039,3.2693,247,0.2575,-0.2691,0.017528,-0.0598,0.2414
2024-01-16,AAPL240315C00182,AAPL,182.0,2024-03-15,C,7.9774,8.1369,7.8179,7.9774,396,0.25,0.5502,0.021644,-0.0739,0.2895
2024-01-16,AAPL240315P00182,AAPL,182.0,2024-03-15,P,6.5924,6.7242,6.4606,6.5924,298,0.25,-0.4498,0.021644,-0.0734,0.2895
2024-01-16,AAPL240315C00191,AAPL,191.0,2024-03-15,C,4.0657,4.147,3.9844,4.0657,399,0.2425,0.3565,0.021021,-0.0644,0.2727
2024-01-16,AAPL240315P00191,AAPL,191.0,2024-03-15,P,11.6082,11.8404,11.376,11.6082,306,0.2425,-0.6435,0.021021,-0.0737,0.2727
2024-01-16,AAPL240315C00200,AAPL,200.0,2024-03-15,C,1.745,1.7799,1.7101,1.745,239,0.235,0.1921,0.015896,-0.0443,0.1998
2024-01-16,AAPL240315P00200,AAPL,200.0,2024-03-15,P,18.2151,18.5794,17.8508,18.2151,358,0.235,-0.8079,0.015896,-0.0624,0.1998
2024-01-16,AAPL240419C00164,AAPL,164.0,2024-04-19,C,22.477,22.9265,22.0275,22.477,483,0.265,0.8249,0.010541,-0.051,0.2381
2024-01-16,AAPL240419P00164,AAPL,164.0,2024-04-19,P,2.4587,2.5079,2.4095,2.4587,461,0.265,-0.1751,0.010541,-0.0383,0.2381
2024-01-16,AAPL240419C00173,AAPL,173.0,2024-04-19,C,15.8043,16.1204,15.4882,15.8043,299,0.2575,0.7084,0.014437,-0.0589,0.3168
2024-01-16,AAPL240419P00173,AAPL,173.0,2024-04-19,P,4.6709,4.7643,4.5775,4.6709,339,0.2575,-0.2916,0.014437,-0.0513,0.3168
2024-01-16,AAPL240419C00182,AAPL,182.0,2024-04-19,C,10.3127,10.519,10.1064,10.3127,335,0.25,0.5641,0.017061,-0.061,0.3635
2024-01-16,AAPL240419P00182,AAPL,182.0,2024-04-19,P,8.0642,8.2255,7.9029,8.0642,329,0.25,-0.4359,0.017061,-0.0603,0.3635
2024-01-16,AAPL240419C00191,AAPL,191.0,2024-04-19,C,6.1524,6.2754,6.0294,6.1524,175,0.2425,0.4092,0.017356,-0.0556,0.3587
2024-01-16,AAPL240419P00191,AAPL,191.0,2024-04-19,P,12.7887,13.0445,12.5329,12.7887,452,0.2425,-0.5908,0.017356,-0.0627,0.3587
2024-01-16,AAPL240419C00200,AAPL,200.0,2024-04-19,C,3.3004,3.3664,3.2344,3.3004,331,0.235,0.2654,0.015108,-0.044,0.3026
2024-01-16,AAPL240419P00200,AAPL,200.0,2024-04-19,P,18.8215,19.1979,18.4451,18.8215,171,0.235,-0.7346,0.015108,-0.0587,0.3026
2024-01-17,AAPL240119C00165,AAPL,165.0,2024-01-19,C,18.7652,19.1405,18.3899,18.7652,87,0.265,1.0,0.0,-0.0226,0.0
2024-01-17,AAPL240119P00165,AAPL,165.0,2024-01-19,P,0.0,0.0,0.0,0.0,235,0.265,-0.0,0.0,-0.0,0.0
2024-01-17,AAPL240119C00175,AAPL,175.0,2024-01-19,C,8.7735,8.949,8.598,8.7735,44,0.2575,0.995,0.004138,-0.0365,0.002
2024-01-17,AAPL240119P00175,AAPL,175.0,2024-01-19,P,0.0056,0.0057,0.0055,0.0056,250,0.2575,-0.005,0.004138,-0.0128,0.002
2024-01-17,AAPL240119C00184,AAPL,184.0,2024-01-19,C,1.2455,1.2704,1.2206,1.2455,236,0.25,0.4768,0.117141,-0.3503,0.0542
2024-01-17,AAPL240119P00184,AAPL,184.0,2024-01-19,P,1.4751,1.5046,1.4456,1.4751,333,0.25,-0.5232,0.117141,-0.3519,0.0542
2024-01-17,AAPL240119C00193,AAPL,193.0,2024-01-19,C,0.0032,0.0033,0.0031,0.0032,165,0.2425,0.0033,0.002986,-0.0082,0.0013
2024-01-17,AAPL240119P00193,AAPL,193.0,2024-01-19,P,9.2304,9.415,9.0458,9.2304,417,0.2425,-0.9967,0.002986,-0.0345,0.0013
2024-01-17,AAPL240119C00202,AAPL,202.0,2024-01-19,C,0.0,0.0,0.0,0.0,150,0.235,0.0,0.0,-0.0,0.0
2024-01-17,AAPL240119P00202,AAPL,202.0,2024-01-19,P,18.2247,18.5892,17.8602,18.2247,312,0.235,-1.0,0.0,-0.0277,0.0
2024-01-17,AAPL240216C00165,AAPL,165.0,2024-02-16,C,19.8119,20.2081,19.4157,19.8119,38,0.265,0.934,0.009187,-0.0506,0.0675
2024-01-17,AAPL240216P00165,AAPL,165.0,2024-02-16,P,0.4152,0.4235,0.4069,0.4152,190,0.265,-0.066,0.009187,-0.0315,0.0675
2024-01-17,AAPL240216C00175,AAPL,175.0,2024-02-16,C,11.2789,11.5045,11.0533,11.2789,269,0.2575,0.7738,0.022182,-0.0859,0.1585
2024-01-17,AAPL240216P00175,AAPL,175.0,2024-02-16,P,1.8412,1.878,1.8044,1.8412,47,0.2575,-0.2262,0.022182,-0.074,0.1585
2024-01-17,AAPL240216C00184,AAPL,184.0,2024-02-16,C,5.486,5.5957,5.3763,5.486,168,0.25,0.5287,0.030219,-0.0999,0.2096
2024-01-17,AAPL240216P00184,AAPL,184.0,2024-02-16,P,5.0114,5.1116,4.9112,5.0114,246,0.25,-0.4713,0.030219,-0.0999,0.2096
2024-01-17,AAPL240216C00193,AAPL,193.0,2024-02-16,C,2.0302,2.0708,1.9896,2.0302,241,0.2425,0.2693,0.025853,-0.0768,0.1739
2024-01-17,AAPL240216P00193,AAPL,193.0,2024-02-16,P,10.5187,10.7291,10.3083,10.5187,29,0.2425,-0.7307,0.025853,-0.0901,0.1739
2024-01-17,AAPL240216C00202,AAPL,202.0,2024-02-16,C,0.533,0.5437,0.5223,0.533,39,0.235,0.0946,0.013608,-0.0371,0.0887
2024-01-17,AAPL240216P00202,AAPL,202.0,2024-02-16,P,17.9846,18.3443,17.6249,17.9846,198,0.235,-0.9054,0.013608,-0.06,0.0887
2024-01-17,AAPL240315C00165,AAPL,165.0,2024-03-15,C,21.3003,21.7263,20.8743,21.3003,435,0.265,0.874,0.010668,-0.0537,0.1516
2024-01-17,AAPL240315P00165,AAPL,165.0,2024-03-15,P,1.2745,1.3,1.249,1.2745,156,0.265,-0.126,0.010668,-0.038,0.1516
2024-01-17,AAPL240315C00175,AAPL,175.0,2024-03-15,C,13.4478,13.7168,13.1788,13.4478,49,0.2575,0.7266,0.017644,-0.0705,0.2437
2024-01-17,AAPL240315P00175,AAPL,175.0,2024-03-15,P,3.3429,3.4098,3.276,3.3429,340,0.2575,-0.2734,0.017644,-0.0614,0.2437
2024-01-17,AAPL240315C00184,AAPL,184.0,2024-03-15,C,7.881,8.0386,7.7234,7.881,452,0.25,0.5455,0.021648,-0.0752,0.2903
2024-01-17,AAPL240315P00184,AAPL,184.0,2024-03-15,P,6.7049,6.839,6.5708,6.7049,447,0.25,-0.4545,0.021648,-0.0749,0.2903
2024-01-17,AAPL240315C00193,AAPL,193.0,2024-03-15,C,4.006,4.0861,3.9259,4.006,56,0.2425,0.3523,0.020905,-0.0652,0.2719
2024-01-17,AAPL240315P00193,AAPL,193.0,2024-03-15,P,11.7586,11.9938,11.5234,11.7586,324,0.2425,-0.6477,0.020905,-0.0748,0.2719
2024-01-17,AAPL240315C00202,AAPL,202.0,2024-03-15,C,1.7141,1.7484,1.6798,1.7141,314,0.235,0.1892,0.015726,-0.0447,0.1982
2024-01-17,AAPL240315P00202,AAPL,202.0,2024-03-15,P,18.3955,18.7634,18.0276,18.3955,269,0.235,-0.8108,0.015726,-0.0631,0.1982
2024-01-17,AAPL240419C00165,AAPL,165.0,2024-04-19,C,23.1354,23.5981,22.6727,23.1354,206,0.265,0.8329,0.010185,-0.0509,0.2321
2024-01-17,AAPL240419P00165,AAPL,165.0,2024-04-19,P,2.3267,2.3732,2.2802,2.3267,246,0.265,-0.1671,0.010185,-0.0376,0.2321
2024-01-17,AAPL240419C00175,AAPL,175.0,2024-04-19,C,15.7132,16.0275,15.3989,15.7132,307,0.2575,0.7044,0.014462,-0.0599,0.3203
2024-01-17,AAPL240419P00175,AAPL,175.0,2024-04-19,P,4.7779,4.8735,4.6823,4.7779,293,0.2575,-0.2956,0.014462,-0.0524,0.3203
2024-01-17,AAPL240419C00184,AAPL,184.0,2024-04-19,C,10.2523,10.4573,10.0473,10.2523,498,0.25,0.5604,0.01701,-0.0619,0.3657
2024-01-17,AAPL240419P00184,AAPL,184.0,2024-04-19,P,8.2031,8.3672,8.039,8.2031,415,0.25,-0.4396,0.01701,-0.0613,0.3657
2024-01-17,AAPL240419C00193,AAPL,193.0,2024-04-19,C,6.1178,6.2402,5.9954,6.1178,388,0.2425,0.4062,0.017247,-0.0563,0.3597
2024-01-17,AAPL240419P00193,AAPL,193.0,2024-04-19,P,12.9546,13.2137,12.6955,12.9546,468,0.2425,-0.5938,0.017247,-0.0636,0.3597
2024-01-17,AAPL240419C00202,AAPL,202.0,2024-04-19,C,3.2839,3.3496,3.2182,3.2839,31,0.235,0.2634,0.014983,-0.0444,0.3028
2024-01-17,AAPL240419P00202,AAPL,202.0,2024-04-19,P,19.0068,19.3869,18.6267,19.0068,240,0.235,-0.7366,0.014983,-0.0594,0.3028
2024-01-18,AAPL240119C00164,AAPL,164.0,2024-01-19,C,18.0725,18.434,17.7111,18.0725,475,0.265,1.0,0.0,-0.0225,0.0
2024-01-18,AAPL240119P00164,AAPL,164.0,2024-01-19,P,-0.0,-0.0,-0.0,-0.0,424,0.265,-0.0,0.0,-0.0,0.0
2024-01-18,AAPL240119C00173,AAPL,173.0,2024-01-19,C,9.0737,9.2552,8.8922,9.0737,302,0.2575,0.9999,0.000119,-0.0241,0.0
2024-01-18,AAPL240119P00173,AAPL,173.0,2024-01-19,P,0.0,0.0,0.0,0.0,343,0.2575,-0.0001,0.000119,-0.0004,0.0
2024-01-18,AAPL240119C00182,AAPL,182.0,2024-01-19,C,0.9881,1.0079,0.9683,0.9881,106,0.25,0.5152,0.167345,-0.4876,0.038
2024-01-18,AAPL240119P00182,AAPL,182.0,2024-01-19,P,0.9132,0.9315,0.8949,0.9132,174,0.25,-0.4848,0.167345,-0.4871,0.038
2024-01-18,AAPL240119C00191,AAPL,191.0,2024-01-19,C,0.0,0.0,0.0,0.0,319,0.2425,0.0001,0.000145,-0.0004,0.0
2024-01-18,AAPL240119P00191,AAPL,191.0,2024-01-19,P,8.9239,9.1024,8.7454,8.9239,253,0.2425,-0.9999,0.000145,-0.0265,0.0
2024-01-18,AAPL240119C00200,AAPL,200.0,2024-01-19,C,0.0,0.0,0.0,0.0,266,0.235,0.0,0.0,-0.0,0.0
2024-01-18,AAPL240119P00200,AAPL,200.0,2024-01-19,P,17.9226,18.2811,17.5641,17.9226,87,0.235,-1.0,0.0,-0.0274,0.0
2024-01-18,AAPL240216C00164,AAPL,164.0,2024-02-16,C,19.1217,19.5041,18.7393,19.1217,500,0.265,0.9317,0.009691,-0.0515,0.0676
2024-01-18,AAPL240216P00164,AAPL,164.0,2024-02-16,P,0.4215,0.4299,0.4131,0.4215,41,0.265,-0.0683,0.009691,-0.0327,0.0676
2024-01-18,AAPL240216C00173,AAPL,173.0,2024-02-16,C,11.4005,11.6285,11.1725,11.4005,240,0.2575,0.7863,0.022037,-0.0844,0.1494
2024-01-18,AAPL240216P00173,AAPL,173.0,2024-02-16,P,1.6646,1.6979,1.6313,1.6646,62,0.2575,-0.2137,0.022037,-0.0719,0.1494
2024-01-18,AAPL240216C00182,AAPL,182.0,2024-02-16,C,5.5011,5.6111,5.3911,5.5011,425,0.25,0.538,0.030956,-0.1005,0.2038
2024-01-18,AAPL240216P00182,AAPL,182.0,2024-02-16,P,4.7295,4.8241,4.6349,4.7295,470,0.25,-0.462,0.030956,-0.1,0.2038
2024-01-18,AAPL240216C00191,AAPL,191.0,2024-02-16,C,1.9956,2.0355,1.9557,1.9956,438,0.2425,0.271,0.02662,-0.0776,0.17
2024-01-18,AAPL240216P00191,AAPL,191.0,2024-02-16,P,10.1883,10.3921,9.9845,10.1883,185,0.2425,-0.729,0.02662,-0.0906,0.17
2024-01-18,AAPL240216C00200,AAPL,200.0,2024-02-16,C,0.505,0.5151,0.4949,0.505,375,0.235,0.0923,0.013724,-0.0366,0.0849
2024-01-18,AAPL240216P00200,AAPL,200.0,2024-02-16,P,17.6621,18.0153,17.3089,17.6621,53,0.235,-0.9077,0.013724,-0.0595,0.0849
2024-01-18,AAPL240315C00164,AAPL,164.0,2024-03-15,C,20.6322,21.0448,20.2196,20.6322,268,0.265,0.8695,0.011126,-0.0543,0.1526
2024-01-18,AAPL240315P00164,AAPL,164.0,2024-03-15,P,1.3066,1.3327,1.2805,1.3066,340,0.265,-0.1305,0.011126,-0.0389,0.1526
2024-01-18,AAPL240315C00173,AAPL,173.0,2024-03-15,C,13.5384,13.8092,13.2676,13.5384,98,0.2575,0.7352,0.017673,-0.0697,0.2355
2024-01-18,AAPL240315P00173,AAPL,173.0,2024-03-15,P,3.1429,3.2058,3.08,3.1429,30,0.2575,-0.2648,0.017673,-0.0602,0.2355
2024-01-18,AAPL240315C00182,AAPL,182.0,2024-03-15,C,7.9,8.058,7.742,7.9,136,0.25,0.5522,0.021991,-0.0751,0.2845
2024-01-18,AAPL240315P00182,AAPL,182.0,2024-03-15,P,6.4345,6.5632,6.3058,6.4345,372,0.25,-0.4478,0.021991,-0.0744,0.2845
2024-01-18,AAPL240315C00191,AAPL,191.0,2024-03-15,C,3.9823,4.0619,3.9027,3.9823,234,0.2425,0.3552,0.021343,-0.0653,0.2679
2024-01-18,AAPL240315P00191,AAPL,191.0,2024-03-15,P,11.4467,11.6756,11.2178,11.4467,234,0.2425,-0.6448,0.021343,-0.0746,0.2679
2024-01-18,AAPL240315C00200,AAPL,200.0,2024-03-15,C,1.6809,1.7145,1.6473,1.6809,278,0.235,0.1889,0.015992,-0.0446,0.1945
2024-01-18,AAPL240315P00200,AAPL,200.0,2024-03-15,P,18.0753,18.4368,17.7138,18.0753,277,0.235,-0.8111,0.015992,-0.0628,0.1945
2024-01-18,AAPL240419C00164,AAPL,164.0,2024-04-19,C,22.4822,22.9318,22.0326,22.4822,322,0.265,0.8279,0.010529,-0.0511,0.2331
2024-01-18,AAPL240419P00164,AAPL,164.0,2024-04-19,P,2.3783,2.4259,2.3307,2.3783,91,0.265,-0.1721,0.010529,-0.0382,0.2331
2024-01-18,AAPL240419C00173,AAPL,173.0,2024-04-19,C,15.7784,16.094,15.4628,15.7784,196,0.2575,0.7111,0.014519,-0.0593,0.3123
2024-01-18,AAPL240419P00173,AAPL,173.0,2024-04-19,P,4.5618,4.653,4.4706,4.5618,200,0.2575,-0.2889,0.014519,-0.0515,0.3123
2024-01-18,AAPL240419C00182,AAPL,182.0,2024-04-19,C,10.2636,10.4689,10.0583,10.2636,479,0.25,0.5657,0.017222,-0.0616,0.3597
2024-01-18,AAPL240419P00182,AAPL,182.0,2024-04-19,P,7.9343,8.093,7.7756,7.9343,154,0.25,-0.4343,0.017222,-0.0608,0.3597
2024-01-18,AAPL240419C00191,AAPL,191.0,2024-04-19,C,6.0938,6.2157,5.9719,6.0938,208,0.2425,0.4091,0.01753,-0.0562,0.3551
2024-01-18,AAPL240419P00191,AAPL,191.0,2024-04-19,P,12.6518,12.9048,12.3988,12.6518,219,0.2425,-0.5909,0.01753,-0.0633,0.3551
2024-01-18,AAPL240419C00200,AAPL,200.0,2024-04-19,C,3.2465,3.3114,3.1816,3.2465,406,0.235,0.2639,0.015219,-0.0443,0.2988
2024-01-18,AAPL240419P00200,AAPL,200.0,2024-04-19,P,18.6918,19.0656,18.318,18.6918,183,0.235,-0.7361,0.015219,-0.0591,0.2988
2024-01-19,AAPL240216C00163,AAPL,163.0,2024-02-16,C,19.4039,19.792,19.0158,19.4039,357,0.265,0.9391,0.009045,-0.0493,0.0605
2024-01-19,AAPL240216P00163,AAPL,163.0,2024-02-16,P,0.3599,0.3671,0.3527,0.3599,316,0.265,-0.0609,0.009045,-0.0302,0.0605
2024-01-19,AAPL240216C00172,AAPL,172.0,2024-02-16,C,11.5857,11.8174,11.354,11.5857,36,0.2575,0.7987,0.02172,-0.0832,0.1412
2024-01-19,AAPL240216P00172,AAPL,172.0,2024-02-16,P,1.5072,1.5373,1.4771,1.5072,414,0.2575,-0.2013,0.02172,-0.0701,0.1412
2024-01-19,AAPL240216C00181,AAPL,181.0,2024-02-16,C,5.5713,5.6827,5.4599,5.5713,333,0.25,0.5491,0.031517,-0.1017,0.1989
2024-01-19,AAPL240216P00181,AAPL,181.0,2024-02-16,P,4.4584,4.5476,4.3692,4.4584,341,0.25,-0.4509,0.031517,-0.1006,0.1989
2024-01-19,AAPL240216C00190,AAPL,190.0,2024-02-16,C,1.9952,2.0351,1.9553,1.9952,181,0.2425,0.2752,0.027391,-0.0792,0.1677
2024-01-19,AAPL240216P00190,AAPL,190.0,2024-02-16,P,9.8479,10.0449,9.6509,9.8479,43,0.2425,-0.7248,0.027391,-0.092,0.1677
2024-01-19,AAPL240216C00200,AAPL,200.0,2024-02-16,C,0.4159,0.4242,0.4076,0.4159,178,0.235,0.0798,0.012564,-0.0332,0.0745
2024-01-19,AAPL240216P00200,AAPL,200.0,2024-02-16,P,18.2303,18.5949,17.8657,18.2303,58,0.235,-0.9202,0.012564,-0.0566,0.0745
2024-01-19,AAPL240315C00163,AAPL,163.0,2024-03-15,C,20.8718,21.2892,20.4544,20.8718,295,0.265,0.8764,0.010845,-0.0533,0.1451
2024-01-19,AAPL240315P00163,AAPL,163.0,2024-03-15,P,1.2062,1.2303,1.1821,1.2062,357,0.265,-0.1236,0.010845,-0.0376,0.1451
2024-01-19,AAPL240315C00172,AAPL,172.0,2024-03-15,C,13.7032,13.9773,13.4291,13.7032,207,0.2575,0.7438,0.017591,-0.0692,0.2287
2024-01-19,AAPL240315P00172,AAPL,172.0,2024-03-15,P,2.9688,3.0282,2.9094,2.9688,155,0.2575,-0.2562,0.017591,-0.0594,0.2287
2024-01-19,AAPL240315C00181,AAPL,181.0,2024-03-15,C,7.9875,8.1472,7.8277,7.9875,139,0.25,0.56,0.022202,-0.0754,0.2803
2024-01-19,AAPL240315P00181,AAPL,181.0,2024-03-15,P,6.1843,6.308,6.0606,6.1843,380,0.25,-0.44,0.022202,-0.0743,0.2803
2024-01-19,AAPL240315C00190,AAPL,190.0,2024-03-15,C,4.0115,4.0917,3.9313,4.0115,446,0.2425,0.3601,0.021712,-0.066,0.2659
2024-01-19,AAPL240315P00190,AAPL,190.0,2024-03-15,P,11.1396,11.3624,10.9168,11.1396,346,0.2425,-0.6399,0.021712,-0.075,0.2659
2024-01-19,AAPL240315C00200,AAPL,200.0,2024-03-15,C,1.5222,1.5526,1.4918,1.5222,474,0.235,0.1762,0.015504,-0.0428,0.184
2024-01-19,AAPL240315P00200,AAPL,200.0,2024-03-15,P,18.5738,18.9453,18.2023,18.5738,318,0.235,-0.8238,0.015504,-0.0616,0.184
2024-01-19,AAPL240419C00163,AAPL,163.0,2024-04-19,C,22.6934,23.1473,22.2395,22.6934,457,0.265,0.8339,0.010387,-0.0505,0.2259
2024-01-19,AAPL240419P00163,AAPL,163.0,2024-04-19,P,2.254,2.2991,2.2089,2.254,86,0.265,-0.1661,0.010387,-0.0373,0.2259
2024-01-19,AAPL240419C00172,AAPL,172.0,2024-04-19,C,15.93,16.2486,15.6114,15.93,180,0.2575,0.7177,0.014489,-0.059,0.3062
2024-01-19,AAPL240419P00172,AAPL,172.0,2024-04-19,P,4.3792,4.4668,4.2916,4.3792,51,0.2575,-0.2823,0.014489,-0.0509,0.3062
2024-01-19,AAPL240419C00181,AAPL,181.0,2024-04-19,C,10.3563,10.5634,10.1492,10.3563,308,0.25,0.5718,0.01733,-0.0616,0.3555
2024-01-19,AAPL240419P00181,AAPL,181.0,2024-04-19,P,7.6941,7.848,7.5402,7.6941,349,0.25,-0.4282,0.01733,-0.0605,0.3555
2024-01-19,AAPL240419C00190,AAPL,190.0,2024-04-19,C,6.1387,6.2615,6.0159,6.1387,82,0.2425,0.4137,0.017734,-0.0565,0.3529
2024-01-19,AAPL240419P00190,AAPL,190.0,2024-04-19,P,12.3649,12.6122,12.1176,12.3649,479,0.2425,-0.5863,0.017734,-0.0633,0.3529
2024-01-19,AAPL240419C00200,AAPL,200.0,2024-04-19,C,3.04,3.1008,2.9792,3.04,189,0.235,0.2527,0.015013,-0.0432,0.2895
2024-01-19,AAPL240419P00200,AAPL,200.0,2024-04-19,P,19.1423,19.5251,18.7595,19.1423,168,0.235,-0.7473,0.015013,-0.0586,0.2895
2024-01-22,AAPL240216C00165,AAPL,165.0,2024-02-16,C,19.4226,19.8111,19.0341,19.4226,345,0.265,0.9476,0.008411,-0.0484,0.0514
2024-01-22,AAPL240216P00165,AAPL,165.0,2024-02-16,P,0.2885,0.2943,0.2827,0.2885,367,0.265,-0.0524,0.008411,-0.0286,0.0514
2024-01-22,AAPL240216C00174,AAPL,174.0,2024-02-16,C,11.4979,11.7279,11.2679,11.4979,349,0.2575,0.8103,0.021915,-0.0859,0.1302
2024-01-22,AAPL240216P00174,AAPL,174.0,2024-02-16,P,1.333,1.3597,1.3063,1.333,210,0.2575,-0.1897,0.021915,-0.072,0.1302
2024-01-22,AAPL240216C00184,AAPL,184.0,2024-02-16,C,4.8883,4.9861,4.7905,4.8883,76,0.25,0.5197,0.033175,-0.1081,0.1914
